feature_name,feature_family,grain,window,source_table,status,audit_class,implemented_in,match_quality,matched_feature_name,serving_asset,notes
rule_domain_mean_edge_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_domain_mean_edge_full,fine_serving_features.parquet,
rule_domain_mean_edge_lower_bound_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_domain_mean_edge_lower_bound_full,fine_serving_features.parquet,
rule_domain_mean_rule_score,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_domain_mean_rule_score,fine_serving_features.parquet,
rule_domain_sum_n_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_domain_sum_n_full,fine_serving_features.parquet,
rule_edge_buffer,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_edge_buffer,fine_serving_features.parquet,
rule_edge_over_full_group_logloss,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_edge_over_full_group_logloss,fine_serving_features.parquet,
rule_full_group_key_matched_rule_count,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_matched_rule_count,fine_serving_features.parquet,
rule_full_group_key_max_edge_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_max_edge_full,fine_serving_features.parquet,
rule_full_group_key_max_edge_lower_bound_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_max_edge_lower_bound_full,fine_serving_features.parquet,
rule_full_group_key_max_rule_score,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_max_rule_score,fine_serving_features.parquet,
rule_full_group_key_mean_edge_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_mean_edge_full,fine_serving_features.parquet,
rule_full_group_key_mean_edge_lower_bound_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_mean_edge_lower_bound_full,fine_serving_features.parquet,
rule_full_group_key_mean_rule_score,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_mean_rule_score,fine_serving_features.parquet,
rule_full_group_key_sum_n_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_full_group_key_sum_n_full,fine_serving_features.parquet,
rule_horizon_center,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_horizon_center,fine_serving_features.parquet,
rule_horizon_width,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_horizon_width,fine_serving_features.parquet,
rule_market_type_matched_rule_count,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_matched_rule_count,fine_serving_features.parquet,
rule_market_type_max_edge_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_max_edge_full,fine_serving_features.parquet,
rule_market_type_max_edge_lower_bound_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_max_edge_lower_bound_full,fine_serving_features.parquet,
rule_market_type_max_rule_score,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_max_rule_score,fine_serving_features.parquet,
rule_market_type_mean_edge_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_mean_edge_full,fine_serving_features.parquet,
rule_market_type_mean_edge_lower_bound_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_mean_edge_lower_bound_full,fine_serving_features.parquet,
rule_market_type_mean_rule_score,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_mean_rule_score,fine_serving_features.parquet,
rule_market_type_sum_n_full,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_market_type_sum_n_full,fine_serving_features.parquet,
rule_price_center,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_price_center,fine_serving_features.parquet,
rule_price_width,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_price_width,fine_serving_features.parquet,
rule_score,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_score,fine_serving_features.parquet,
rule_snapshot_support_log1p,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_snapshot_support_log1p,fine_serving_features.parquet,
rule_support_log1p,rule_prior,group_key_price_bin_horizon,static,fine_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,rule_support_log1p,fine_serving_features.parquet,
full_group_recent_200_vs_expanding_abs_bias_gap,drift_gap,full_group_key,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_200_vs_expanding_abs_bias_gap,group_serving_features.parquet,
full_group_recent_200_vs_expanding_bias_gap,drift_gap,full_group_key,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_200_vs_expanding_bias_gap,group_serving_features.parquet,
full_group_recent_200_vs_expanding_bias_zscore,drift_gap,full_group_key,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_200_vs_expanding_bias_zscore,group_serving_features.parquet,
full_group_recent_200_vs_expanding_brier_gap,drift_gap,full_group_key,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_200_vs_expanding_brier_gap,group_serving_features.parquet,
full_group_recent_200_vs_expanding_logloss_gap,drift_gap,full_group_key,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_200_vs_expanding_logloss_gap,group_serving_features.parquet,
full_group_recent_200_vs_expanding_logloss_zscore,drift_gap,full_group_key,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_200_vs_expanding_logloss_zscore,group_serving_features.parquet,
full_group_recent_50_vs_expanding_abs_bias_gap,drift_gap,full_group_key,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_50_vs_expanding_abs_bias_gap,group_serving_features.parquet,
full_group_recent_50_vs_expanding_bias_gap,drift_gap,full_group_key,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_50_vs_expanding_bias_gap,group_serving_features.parquet,
full_group_recent_50_vs_expanding_bias_zscore,drift_gap,full_group_key,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_50_vs_expanding_bias_zscore,group_serving_features.parquet,
full_group_recent_50_vs_expanding_brier_gap,drift_gap,full_group_key,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_50_vs_expanding_brier_gap,group_serving_features.parquet,
full_group_recent_50_vs_expanding_logloss_gap,drift_gap,full_group_key,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_50_vs_expanding_logloss_gap,group_serving_features.parquet,
full_group_recent_50_vs_expanding_logloss_zscore,drift_gap,full_group_key,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_recent_50_vs_expanding_logloss_zscore,group_serving_features.parquet,
full_group_vs_category_logloss_gap,drift_gap,full_group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_vs_category_logloss_gap,group_serving_features.parquet,
full_group_vs_domain_logloss_gap,drift_gap,full_group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_vs_domain_logloss_gap,group_serving_features.parquet,
full_group_vs_market_type_logloss_gap,drift_gap,full_group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,full_group_vs_market_type_logloss_gap,group_serving_features.parquet,
group_default_direction,fallback_default,group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,group_default_direction,group_serving_features.parquet,
group_default_edge_full,fallback_default,group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,group_default_edge_full,group_serving_features.parquet,
group_default_edge_lower_bound_full,fallback_default,group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,group_default_edge_lower_bound_full,group_serving_features.parquet,
group_default_edge_std_full,fallback_default,group_key,static,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,group_default_edge_std_full,group_serving_features.parquet,
group_default_hist_price_x_full_group_expanding_bias,fallback_default,group_key,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,group_default_hist_price_x_full_group_expanding_bias,group_serving_features.parquet,
